C03557	NCCP(O)(O)=O
C20568	C(O)C2(C(O)C(O)C(OC1(C(O)OC(CO)C(O)1))O2)
C19777	C1(CC([N+])C(=O)O1)
C03325	CN1[C@H]2C[C@@H](C[C@@H]1[C@@H](O)C2)OC(=O)C(CO)c1ccccc1
C04775	C(O)C3(OC(OC2(C(O)C(CO)OC(OC1(C(O)C(O)C(O[R])OC(CO)1))C(O)2))C(O)C(O)C(O)3)
C01540	C([N+])CCC([N+])CC(=O)NC1(C(NC(C(=O)NC(C(NC(C(NC(C(NC1)=O)C2(NC(NC(C2)O)=[N+]))=O)=CNC(=O)N)=O)CO)CO)=O)
C15816	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CCC(=O)C2C
C20398	C=C1(C(=O)OCC2(C31(CC(C)(C)CC(C=C(C([O-])=O)2)3)))
C00869	C(CCCCCCCC)CCCCCCCC(C(O)=O)=O
C02274	O=C1CCc2ccccc2O1
C21331	CC(C)=CCCC(C)=CCCC(C)=CCC12(OC(C)1N(C3(C=CC=CC(C2=O)=3))O)
C05270	CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C08793	CC(OC(C=CC(C(C2(C3(CC(C4([CH]1(CC(C(C(C1=CCC(C(CC2O)3C)4)(C)C)=O)O))CO)=O)C))(O)C)=O)(C)C)=O
C02022	OCC(O)C(=O)CO
C20184	CC(C2(CCC(O)(C)[CH]1([CH](C=C(CC1)C)2)))C
C12978	CC(C)CCCC(C)[CH]1(CC[CH]2(C1(C)CC[CH]4([CH]2CC[CH]3(C(C)(CCC(O)C3)4))))
C11374	CC5(NC4(C=CC3(=C(C=C(CNC2(C=C1(C(C(=O)N(C(C([O-])=O)CCC(=O)[O-])C1)=CC=2)))C=C3)C=4C(=O)N=5)))
C12384	CC(=O)C2(C(=O)C3(OC1(CC(O)C(O)C(C)O1))([CH](C(OC)C=2O)CC5(=C(C(=O)3)C(O)=C4(C(O)=CC(O)=CC4=C5))))
C03963	[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O)C2
C08586	CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1C(C)=CCCC1(C)C
C06501	N[C@@H](Cc1ccc(OP(O)(O)=O)cc1)C(O)=O
C03600	OC(=O)COC(CC(O)=O)C(O)=O
C04793	OCCNC([*])=O
C20635	COC(=O)CC2(C1(C(=CC=CC=1)NC=2))
C00636	OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
C05204	C2(CC1(=C(C=CC=C1)C3([N+]2CC4(=C(C3)C=CC=C4))))
C04725	COCC1(C(C(C(C(O1)OC2(C(CO)OC(C(C2O)O)O[R]))O)O)OC3(C(C(C([R])C(CO)O3)O)O))
C21835	CC4(C(CCC(=O)[O-])=C8(N5([Fe--]26([N+]1(C(C(CCC([O-])=O)=C(C)C=1C=C3(C(C)(CC(=O)[O-])C(CCC(=O)[O-])C(N23)=CC7(C(C)(CC(=O)[O-])C(CCC(=O)[O-])C(=CC=45)[N+]6=7)))=C8)))))
C11505	CC=C
C17950	CC(C(=O)NC(C)C(=O)[O-])NC(=O)C(CC[PH](=O)[O-])NC(C)=O
C21192	CCC1(=C(C)C3(=NC1=CC6(=C(C)C7(C(=O)[C-](C(OC)=O)C(=C2(C(CCC(=O)[O-])C(C)C(=N2)C=C5(C(C)=C(C=C)C4(OC34)(N5))))C(N6)=7))))
C15562	C(C1(C=CC=CC=1))[N+]
C18699	CCC=CCC1(C(=O)CCC1CC(NC(C(C)CC)C([O-])=O)=O)
C00747	C1(=CC=CC=N1)
C16873	CCC\C=C/C=C/CCCCCCCCCO
C01709	COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
C03220	CC(=CCCC(=CCCC(=CCO)C)C)C
C17556	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/CC\C(C)=C/COP(O)(O)=O
C20548	CC(C)(O)[CH]1(O[CH]3(C2(OC(C(O)1)2)C4(O)(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC8(C6=C9(CC7(C(C(C)(C)OC(C)(C)7)C(=O)C(=CC=8)9))))))))
C00842	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C09882	CC1(C)C2CCC(=C)C1C2
C20477	CC1(C23(C(C)(CC1)C(C)=CC(C)(CCC2)3))
C16826	CC(C)=CCC\C(C)=C\CC\C(C)=C/COP(O)(=O)OP(O)(O)=O
C05210	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COP([O-])(=O)OCC[N+])CO[R]
C01926	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1
C21130	CCC(C)C(=O)OC2(CC(C)C=C1(C=CC(C)C(CCC(CC(O)CC([O-])=O)O)[CH]12))
C02796	C=C2(C1(C=CC=CC=1NC2=O))
C16153	N[C@H]1CO[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@H]1O
C10860	C[N+]1(C2(CC(CC1CC2)OC(=O)C(O)CC3(C=CC=CC=3)))
C21603	C=CC1(C(=C(NC=1)C=C2(C(C)=C(C(N2)=CC4(NC(C=C3(C(C=C)=C(C)C(C=C)=N3))=C(C)C=4CCC([O-])=O))CCC([O-])=O))C)
C07723	C3(C=C2(C(C(C1(C(=C(C=CC=1)O)2))=O)=CC=3))
C00300	CN(CC(O)=O)C(N)=N
C20962	CC(C)C(C([O-])=O)NC(C(CNC(=O)C=CC(N)=O)[N+])=O
C03975	Nc1nc(O)c2ncc(O)nc2n1
C16755	CC12(C3(=C5(C(=C(OC)C=C(OC(C)(OC=C1)2)3)C4(=C(C(=O)OCC4)C(O5)=O))))
C00440	CN2([CH](CNC1(=C(C(=O)NC(N)=N1)2))CNC3(C=CC(C(=O)NC(C(=O)[O-])CCC([O-])=O)=CC=3))
C03091	[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCCC(C)C)[C@@]1(C)CCC(=O)C2
C12624	OC(=O)\C=C\C(=O)\C=C\C=C(/O)C(O)=O
C20790	CC1(CC[CH]2([CH]1C(O)OC=C(C(OC)=O)2))
C02571	CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
C17434	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP([O-])([O-])=O)([O-])=O)C)C)C)C)C)C
C11393	[H][C@@]1(CCC(C)=CC1)C(C)(C)O
C09822	OC(=O)C1CCCCC1
C18133	CC(C)=CCCC1(=CC(C2(C(=CC=C(C(C1=O)=2)O)O))=O)
C00817	OC[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
C04114	C[N+](C)(C)C\C=C\C(O)=O
C04904	[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO)O)NC(=O)C)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(N[C@H](C(N[C@@H](C(O)=O)C)=O)CCCC(N)C(=O)O)=O)C)C
C00713	[H][C@@](O)(CO)[C@@]([H])(O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@]([H])(O)[C@@]([H])(O)C=O
C20345	C=C(CCOP(=O)([O-])[O-])C
C11903	CC(CCOc1ccc2nc3ccccc3nc2c1)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
C16075	C1=CC=CC=C1C/C=N\O
C08403	C=CCCCC(=NOS(=O)(=O)[O-])SC1(OC(CO)C(O)C(O)C(O)1)
C00136	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C17412	CC(C)=CCC(C2(=CC(C1(C(=CC=C(C=1C2=O)O)O))=O))O
C07490	C(CO)(Cl)(Cl)Cl
C06307	CC1(C)[C@H]2CCC(=C)[C@@H]1C2
C20185	C=CC(C)=CC[CH]1(C2(CCCC(C)(C)[CH](CCC(=C)1)2)C)
C01219	CC1(OC(C(C(C1=O)O)O)OP([O-])(=O)OP(OCC3(C(C(C(N2(C(N=C(C=C2)N)=O))O3)O)O))([O-])=O)
C02920	COc1ccc(c(O)c1)-c1coc2cc(O)ccc2c1=O
C17750	COC4(=CC(C=CC(=CC(C=CC1(=CC(=C(C=C1)OC2(C(C(C(C(O2)CO)O)O)O))OC))=O)O)=CC=C(OC3(OC(C(C(C3O)O)O)CO))4)
C06473	C(C(C(C(C(CO)O)O)O)=O)([O-])=O
C20155	C12(NC(=O)NC=1C(=O)NC(N)=N2)
C21000	CCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
C01838	CCCCCCCCCCCCCCCCCC=O
C00088	[H]ON=O
C00148	OC(=O)[C@@H]1CCCN1
C20696	CC(C=CC1(=C(C)CCCC(C)(C)1))=CC=CC(C)=O
C21821	CC3(C[CH]4(C2(=CC[CH]5(C1(CCC(C([CH]1C(O)CC(C2(CCC(C)(CC3)4)C)5C)(C)C)O)C))))C
C11983	CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C
C02214	[O-]C(=O)C\C=C\C([O-])=O
C05190	CN1Cc2c(CC(=O)c3cc4OCOc4cc3CC1O)ccc1OCOc21
C08287	C=C1(C(CC([N+])C([O-])=O)C1)
C20492	C6(C(C5([O+]=C2(C(C(OC1(C(C(C(O)C(O1)CO)O)O))=CC([O-])=C2)=CC(OC4(OC(C(O)C(O)C(OC3(OCC(O)C(O)C(O)3))4)CO))=5)))=CC=C(O)C=6)
C12002	CCC1(C(C=C(C)C=CC(=O)C(C)CC(CC=O)C(C(C)C(O)CC(=O)O1)OC2(OC(C)C(O)C([N+](C)C)C(O)2))CO)
C03269	O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C=O
C00493	O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
C00846	OC(=O)CCC(=O)CC(O)=O
C00234	[H]C(=O)N(C[C@H]1CNc2nc(N)[nH]c(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
C06630	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C
C03678	NCC(O)CC([O-])=O
C08042	C(=NNC(N)=O)C1(=CC=C(O1)[N+](=O)[O-])
C06187	CN1CCC=C(C1)C(O)=O
C03772	[H][C@]12CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2
C04421	C(CC([N+])C(=O)[O-])CC(NC(CCC([O-])=O)=O)C([O-])=O
C02655	CC(=O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
C11888	CC(C3(=CCC2(C1(C(C(CCC1)(C(=O)[O-])C)CCC2=C3)C)))C
C21367	C(O)C1(C(O)C(O)C(O)C(OP([O-])([O-])=O)C=1)
C04256	CC(=O)NC1(C(O)C(O)C(CO)OC(OP(=O)([O-])[O-])1)
C00075	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
C08073	CC1(CC=CC=CC=CC=CC(C[CH]3(C(C([O-])=O)C(CC(CC(C[CH]2([CH](C=CC(=O)O1)O2))O)(O)O3)O))OC4(C(C(C(C(C)O4)O)[N+])O))
C16252	CC(C)C(C)C(O)C(O)C(C)[CH]3(CC[CH]4([CH]2(CC=C1(CC(O)CCC(C)1[CH]2CCC(C)34))))
C19670	CCCCCCCCC=CCCCCCCCC(N)=O
C05322	COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c24)C3=C[C@@H]1OC(C)=O
C12134	C3(C=C(C2(C(=O)C1(C(O)=CC([O-])=CC=1OC=2)))C(O)=CC(O)=3)
C03145	[H]C(=O)N[C@@H](CCSC)C(O)=O
C03598	C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(N)nc2=O)[C@H](O)C[C@@H]1O
C01384	C([O-])(=O)C=CC([O-])=O
C08064	OC[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C03790	C[C@@H](NCC(O)=O)C(O)=O
C13433	CC(/C=C/C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
C09421	Cc1cc(O)c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3C(=O)c2c1
C19719	CC([N+])C(=O)NC(CO)C([O-])=O
C20605	CC(C)=CC1(N4(C(O)(C(O)C3(=C1NC2(C=C(C=CC=23)OC)))C(N5([CH](C4=O)CCC5))=O))
C04424	CC(C)C(=O)SCCC(S)CCCCC(N)=O
C20404	CC1(CCC3(C(C([O-])=O)=CC2(CC(C)(C)CC123)))
C21711	C=C4(C1(CCC2(CC[CH]3(C(C)(CCCC([CH](C1)2)3C)C))C4))
C02495	C1(C(=CC(O)=C(C=1)C3(=COC2(C=C(C=CC=2C(=O)3)O)))O)
C19876	CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP([O-])(=O)[O-])COC6(OC(COC2(CC(C(C(O2)C(CO)O)O)OC4(CC(OC3(CC(O)C(C(O3)C(CO)O)O)C(=O)[O-])C(C(O4)C(COC5(CC(O)C(C(O5)C(CO)O)O)C(=O)[O-])O)O)C(=O)[O-])C(=O)[O-])C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)C(NC(=O)CC(O)CCCCCCCCCCC)6))O)OC(CC(CCCCCCCCCCC)O)=O))=O)O
C19270	COc1c([*])c([*])c([*])c([*])c1[N+]([O-])=O
C18080	CC(=CCC1(C(=CC=C2(C=1OC(=O)C=C2))O))C
C05295	[H][C@@]12CCC3=CC(=O)CC[C@]3(C=O)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H]
C08615	C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4C[C@@H](O)[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O
C04558	CC1=CC(=O)OC1CC(O)=O
C06866	COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O
C10552	[C@H]1(C2=C(C[C@@]3([C@@]1(C(OC3)=O)[H])[H])C=C4OCOC4=C2)C5=CC(=C(C(=C5)OC)O)OC
C02700	[H]C(=O)Nc1ccccc1C(=O)C[C@H](N)C(O)=O
C03040	COC(=O)C1=CC(=O)C=C(OC)[C@]11Oc2cc(C)cc(O)c2C1=O
C02015	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C01221	CC2(OC(C(OC1(OC(C(O)C(O)C([N+]C)1)CO))C(O)(CO)2)OC3(C(O)C(OP([O-])(=O)[O-])C(NC(=[N+])N)C(O)C(NC(=[N+])N)3))
c06579	CC(C1(C(O)C(O)C(=CC=1)C([O-])=O))C
C01590	CC(C)=CCc1c(O)cc(O)c2C(=O)C(COc12)c1ccc(O)cc1O
C14130	CC(C)(C)C1(C=CC=CC(O)=1)
C02535	C[Se]C
C17250	CSCCCCCCC(=NOS(=O)(=O)[O-])SC1(OC(CO)C(O)C(O)C(O)1)
C21027	CC(OC1(C(NC(=O)C)C(OC(CO)C1O)OP([O-])(=O)[O-]))C(=O)[O-]
C19491	CCC(C)C=NO
C05731	C(O)C2(OC(OC1(CO)(OC(CO)C(O)C(O)1))C(O)C(=O)C(O)2)
C20462	CC1(OC2(C=C(O)C=C(O)C(C(=O)C=1)=2))
C21804	CC1(C=C3(C(=CC(C(=O)[O-])=1)N(CC(O)C(O)C(O)COP([O-])(=O)[O-])C2(C(C(=O)[N-]C(=O)N=2)=N3)))
C00324	N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N
C00758	Oc1c2ccoc2cc2oc(=O)ccc12
C07331	O=C=S
C01109	C=C(CC([N+])C(=O)[O-])C(=O)N
C08825	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@H](C)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
C09833	COc1cc(O)c2C(=O)C[C@H](Oc2c1)c1ccc(O)cc1
C03031	OC[C@H]1O[C@H]([C@H](OP(O)(O)=O)[C@@H]1O)n1ccc(=O)[nH]c1=O
G13060	CCCCCCCCCCCC(O)CC(=O)NC1(C(OP([O-])([O-])=O)OC(C(O)C(OC(CC(O)CCCCCCCCCCC)=O)1)COC2(C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(C(O2)COC3(CC(C(O)C(C(O)CO)O3)OC5(CC(C(O)C(C(O)COC4(C([O-])=O)(CC(C(O)C(C(O)CO)O4)O))O5)O)C([O-])=O)C([O-])=O)OP(=O)([O-])[O-]))
C11531	C(OC1(OCC(O)C(O)C(O)1))C2(OC(O[R])C(O)C(O)C(O)2)
C02661	ClCBr
C03657	OC(=O)c1cc(O)c2ccccc2c1O
C17245	CSCCCCC=NO
C06304	C[C@@H]1[C@@H](C)[C@@H](O[C@H]1c1ccc2OCOc2c1)c1ccc2OCOc2c1
C01270	Cc1ncc(cc1O)C(O)=O
C20420	CC(=CCCC(=CCCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)[O-])C)C)C
C04108	[H]C(=O)C(O)[C@H]1CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
C16232	C3(C(C2(OC1(=CC(=C(C=C1C(C2)=O)O)O)))=CC=C(C=3)O)
C15739	CC(C)C1(C4(=NC(C(NC(C3(=NC(C(NC(C2(=NC(C(N1)=O)C(C)O2))C(C)C)=O)C(C)O3))C(C)C)=O)C(C)O4))
C04145	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O
C16409	OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)\C(Oc3c2)=C\c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C03050	CC34(C(C2(C(C1(C(CC(O)CC1)CC2)C)CC3))CC(O)C4)
C06752	ClCCCl
C02360	C([O-])(=O)CCCC(C([O-])=O)O
C16260	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CC[C@@H](O)C(CO)CO
C02723	CNCCCCN
C08062	C(=O)([O-])C(O)=CC=CC(=O)C1(=C(N)C=CC=C1)
C16142	CC(C)C1(C=CC(=C)CCC=C(C)CC1)
C00187	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C
C21102	CC1(OC(C(O)C(O)1)N3(C=NC2(=C(O)N=CN=C23)))
C04287	C1(C(C(C(C(C1=O)=O)O)O)O)
C19368	[Cr+3]
C20311	CCC(C)C(N(O)O)C([O-])=O
C10025	O[C@H]1CCN2C[C@@H]3C[C@H](Cn4c3cccc4=O)[C@H]2C1
C17252	CSCCCCCCCC(=NOS(=O)(=O)[O-])SC1(OC(CO)C(O)C(O)C(O)1)
C09555	COC3(=C(OC)C=C1(C([CH]([N+](CC1)C)CC2(=CC(=C(OC)C=C2)O))=C3))
C04302	CN(C(=O)Cc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)c1snc(C)c1Cl
C11016	COc1cc2c(O)c3COC(=O)c3c(-c3ccc4OCOc4c3)c2cc1OC
C15668	C1CC=NC1
C00674	[H][C@@]12CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2
C03951	C1(C=C(O)C(O)=CC=1C2(=CC(=O)C3(C(O)=CC(=CC(O2)=3)OC4(OC(CO)C(O)C(O)C(O)4))))
C02256	[H][C@]12[C@@H](O)CCN1C[C@H](O)[C@@H](O)[C@@H]2O
C19807	COC1(C=C(C=C(OC)C(OC)=1)C2(OC3(C=C([O-])C=C(O)C(C(=O)C=2)=3)))
C19684	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C2(=CC=CC1(OC12)))COP(=O)(OP(=O)(OCC3(C(OP([O-])(=O)[O-])C(O)C(O3)N5(C4(=C(C(N)=NC=N4)N=C5))))[O-])[O-]
C20367	C(C=CC([N+]([O-])=O)=CC(=O)C(=O)[O-])(=O)[O-]
C20236	C(O)C1(OC(C(O)C(O)C(O)1)OC2(C(CO)OC(O)C(O)C(O)2))
C00188	C[C@@H](O)[C@H](N)C(O)=O
C03209	C1(C2=CC=CC=C2O)=CC=CC=C1O
C04063	O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
C21124	C2(NC1(C=CC=CC=1C(CC(=N)C(=O)[O-])=2))
C12394	Cc1cc(O)c2c(c1)c(=O)c1c2c(=O)c2cccc(O)c2c1=O
C06174	C[N+]2(CCC13(C4(OC5(=C1C(CC2C3C=CC(O)4)=CC=C(OC)5))))
C21805	CC1(C=C3(C(=CC(N)=1)N(CC(O)C(O)C(O)COP([O-])(=O)[O-])C2(C(C(=O)[N-]C(=O)N=2)=N3)))
C17350	C3(C(NC(C(C1(=CC=C(OCCC([N+])C(=O)[O-])C=C1))=NO)=O)C(=O)N(C(C2(=CC=C(O)C=C2))C(=O)[O-])3)
C21728	C=CC(CCC2(C(C)=CC[CH]1(C(C)(CCCC(C)(C)1)2)))=C
C11121	CCCC3(OC(C1(=CC=C(Cl)C=C(Cl)1))(CN2(N=CN=C2))OC3)
C06554	Oc1nc(O)nc(O)n1
G02540	C(C3(OC(OC2(OC(COC1(OC(CO)C(C(O)1)O)CO)C(C(O)2)O)CO)C(C(O)C3O)O))O
C00596	[H]C(C=C)=C(O)C([O-])=O
C00837	C(N)(N)=[N+]C1(C(O)C(O)C(O)C([N+]=C(N)N)C(O)1)
C11007	CC(C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C03584	N[C@@H](Cn1ccc(=O)[nH]c1=O)C(O)=O
C00114	C[N+](C)(C)CCO
C07240	CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
C12419	CC4(CC(C3(=C(C2(C(C1(C(=CC=CC=1C(C=2C=C3C(C(=O)OC)4)=O)O))=O))O))O)O
C05904	Oc1ccc(cc1)-c1[o+]c2cc(O)cc(O)c2cc1O
C21444	CC([C-]1(OC(NC)=[N+]C(=O)1))C3(=CNC2(=C(C=CC=C2)3))
C03508	CC(=O)[C@H](N)C(O)=O
C06506	[H][C@]12[C@H](CC(O)=O)[C@@](C)(CCC(O)=O)\C(N1[Co+]C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc3c(N)ncnc13)=C(C)\C1=N\C(=C/C3=N/C(=C(C)\C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(O)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(O)=O)C(C)(C)[C@@H]1CCC(O)=O
C20902	C1(O[CH]2(C([CH]1OC(C(O)2)O)O))
C21419	COC2(C=CC=CC(OC(C(C1(=CC(OC)=C(OC)C=C1))O)CO)=2)
C18228	[H][C@@]12CC[C@](C)(C=C)C=C1CC[C@]1([H])C(C)(C)CCC[C@@]21C
C15965	CC(=CC=CC=C(C=CC=C(C=CC1(C(CC(C(C=1C)=O)O)(C)C))C)C)C=CC=C(C)C=CC2(=C(CCCC2(C)C)C)
C15988	C(CCCCCCC[C@@H]([C@H](CCCCCCCC)O)O)(O)=O
C20240	CC=CC=C(O)C(=O)[O-]
C01685	OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O
C21593	C(O)C(O)C(O)C([O-])=O
C15853	NCCC\C=N\CCCN
C18072	COC1(C(O)=C(O)C=C(C=1)C=CC(=O)NCCCCN(CCCNC(C=CC2(C=C(O)C(O)=C(OC)C=2))=O)C(=O)C=CC3(C=C(O)C(O)=C(OC)C=3))
C01613	OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C00557	O=C1CCCC1
C19614	C(=O)CCCCCCCCCCCCCCC(=O)[O-]
C19625	C(=O)(CCCCCCCCCCCCCCCCCCCCC([O-])=O)[O-]
C01789	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](C)C(C)C
C04744	[H]C(=O)N(C)c1c(N)nc(N)nc1O
C00506	N[C@@H](CS(O)(=O)=O)C(O)=O
C14649	CC34(C(CCC2(C(CCC1(C)(C(C(O)CC(O)1)2))3))=CC(=O)CC4)
C00631	C(=O)([O-])C(OP(=O)([O-])[O-])CO
